"country","ngo_id","date_added","latin_name","arabic_name","address","governorate","phone","email","date_of_creation","type_of_organization","target_group","president","director","secretary_general","treasurer","missions_and_goals","impact_of_ong","activities","building_networks_and_alliances","other","publications","training_and_capacity_building","research_resources_and_production","exchange_of_information_know.how_and_experience","website","ISO3","ISO2","FIPS","country.rev"
"Tunisia","249",2014-11-06 22:28:29,"Association de Sensibilisation de l\'enfant et de la Citoyenneté","الجمعية التوعويّة للطفولة والمواطنة",NA,"تونس","+ 216 22 546697","fidaahannechi@gmail.com",NA,"ثقافية اجتماعية","الطفل",NA,"بثينة ستيتي",NA,NA,"توعية الطفل والاحاطة به","جهوي","تظاهرة حول الرّسوم المتحركة, تظاهرة حول الإدمان",NA,NA,"مشروع للإحاطة خاصة بأطفال الشوارع والأطفال ذوي الإحتياجات الخاصة",NA,NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","250",2014-11-06 22:28:42,"Association Kafel Alyatim Alkhayriya","جمعية كافل اليتيم الخيرية","المعهد العالي للعلوم الانسانية، شارع المغرب العربي، جندوبة الشمالية 8189","جندوبة","+ 216 52 161425","issamelouerghi@gmail.com",2012-01-23,"جمعية خيرية","الأيتام","نجوى يحياوي","عصام الورغي","حسنة يحياوي","كريم ضيفي","كفالة الأيتام ومساعدتهم على مصاريف العلاج والتعليم والتنقّل","جهوي","مساعدات للأطفال بأرياف الجهة وخاصة بالأعياد",NA,NA,"إنشاء مراكز تكوين لدعم مداخيل الجمعية, إنشاء ورشات تزويق على البلّور والفخّار",NA,NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","251",2014-11-06 22:28:50,"Association Union Tunisienne des Ingénieurs Agronomes","جمعية الاتحاد التونسي للمهندسين الفلاحين، فرع جندوبة","43 شارع حي شارل نيكول، تونس 1082",NA,"+ 216 71 340955, + 216 29 449100","jendouba@utia.tn",NA,"جمعية تنموية","المهندسون الفلاحون","حاتم عوادي",NA,"زينة شايب","نبيل حمادة","النهوض بالمستوى العلمي للمهندسين وانجاز مشاريع تنموية","جهوي","حملة تحسيسية في المجال الفلاحي, مشاريع تنموية للنهوض بالجهة",NA,NA,"المزيد من المشاريع التنموية, تكوين للمهندسين العاطلين عن العمل, الاحاطة بالمهندسين الراغبين غى انجاز مشاريع تنمية",NA,NA,NA,"www.utia.tn","TUN","TN","TS","Tunisia"
"Tunisia","252",2014-11-06 22:28:55,"Association Tunisienne pour le Développement de l\'Artisanat","الجمعية التونسية للنهوض بالصناعات التقليدية فرع سليانة","دار الجمعيات سليانة 6100",NA,"+ 216 22 609221","ferid_rezgui@yahoo.fr",2011-10-01,"جمعية تنموية","الحرفيون والمبدعون في مجال الصناعات التقليدية",NA,NA,NA,NA,"المحافظة على الموروث التقليدي والتشجيع على الصناعات التقليدية",NA,"ندوة حول آفاق الضناعات التقليدية",NA,NA,"مشاريع لتطوير الصناعات التقليدية",NA,NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","253",2014-11-06 22:29:09,"Association Sama Tounes","جمعية سما تونس","2 نهج المرجان حي الرياض، جندوبة 8100","جندوبة","+ 216 22 564387","samatounes@hotmail.fr",2012-12-27,"جمعية تنموية","كل الفئات","محمد وجدي السعيدي","حسان بوشكاية","رشيد الزواري","زكريا العبيدي","العمل على نشر ثقافة المواطنة والمساهمة في المسار التنموي للجهات",NA,NA,"البحث عن جمعيات أخرى للتشبيك والتعاون في مجال التنمية",NA,"إعداد الشباب للحياة المهنية, نشر ثقافة المواطنة",NA,NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","254",2014-11-06 22:29:22,"ADL","جمعية الكرامة والحرية فرع وادي مليز","وادي مليز 8150","جندوبة","+ 216 97 377328, + 216 97 767802","marzoukirazak@hotmail.com",2011-03-01,"جمعية حقوقية","كل الفئات","محمد البوزازي","عضام المراحي","عبدالرزاق المرزوقي","الحبيب المعزاوي","توعية الناس وتأطيرهم حول التشغيل والتمية","جهوي","تأطير التحرّكات الاحتجاجية والمشاركة في عديد التظاهرات الجهوية والوطنية ومطالبة السلط بفتح ملفات الفساد وإشراك المجتمع المدني في ذلك",NA,NA,NA,NA,NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","255",2014-11-06 22:29:33,"Association Sources et Horizons Ain Drahem","جمعية جذور وآفاق عين دراهم","شارع الحبيب بورقيبة عين دراهم","جندوبة","+ 216 50 542833, + 216 92 418113","sourceshorizon@yahoo.fr",2011-02-26,"ذات صبغة عامة","الفئات المهمّشة",NA,"فتحية معلمي",NA,"مقداد معلمي","النهوض بالتنمية وتقديم المساعدات","جهوي","مساعدات مدرسية, المساهمة في رفع الأمية عن الشباب الذين حرموا من مزاولة تعليمهم",NA,"مصادر التمويل","بعث مشاريع تنموية بالجهة, مساعدات لذوي الاحتياجات",NA,NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","256",2014-11-06 22:29:43,"Association des Femmes Rurales","جمعية المرأة الريفيّة","دائرة جندوبة 1 مدرسة مصباح الاينوبلي، جندوبة 8100","جندوبة","+ 216 22 686135","afrtunisie@gmail.com",2013-01-03,"تنموية اجتماعية","النساء الريفيات","رحمة الجوادي",NA,"أمينة القنوني","ابتسام القنوني","تفعيل دور النساء الريفيات في كل المجالات","جهوي",NA,NA,NA,"ملتقيات ثقافية ومحاضرات, زيارات ميدانية",NA,NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","257",2014-11-06 22:29:54,"Association Young Leader Entrepreneurs","جمعية الشباب القادة أصحاب المشاريع","دار الجمعيات، تونس","تونس","+ 216 24 506985, + 216 20 043733","yuongleaderentrepreneurs@gmail.com",2012-10-01,"صبغة عامة","الشباب","أيوب سلطان",NA,"أحلام نصراوي","علي جندوبي","تشجيع الشباب في الجهات الداخلية على روح المبادرة وبعث مشاريع تنموية في جهاتهم","جهوي","مشروع مبادرة الجيل الجديد بالاشتراك مع الوكالة الأمريكية العالمية لبعث جيل من القادة عبر ورشات تستهدف طرق الاتصال السلمي وتقبّل الآخر واكتساب المهارات",NA,"التمويل","تنظيم المنتدى الوطني للبحث العلمي والتكنولوجيا بالشراكة مع جمعية الوكالة التونسية للقضاء وذلك لتشجيع الشباب والتطرّق إلى مشاكل البحث العلمي في تونس وإيجاد حلول لها",NA,NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","258",2014-11-06 22:30:05,"Les abondonnées de la révolution Tunisienne","منسيات الثورة التونسية","13 نهج الشمتري بحي المطار","تونس","53230043","henda.chennaoui@gmail.com",NA,"مبادرة جماعية مدنية ومستقلة","نساء القصرين وتالة","هندة الشناوي","صوفية بركات",NA,NA,"تأطير ومساعدة نساء القصرين وضحايا العنف أثناء الثورة","جهوي","دراسة حول النساء ضحايا الثورة في القصرين وتالة, خلق شبةكة دعم للضحايا",NA,NA,"مساعدة نساء القصرين على تجاوز الصعوبات النفسية جراء العنف خلال الثورة, مساعدتهن على أن يكن فاعلات في المجتمع والتحول الديمقراطي","الانصات إلى النساء المعنفات","البحث في موارد مالية للمعنفات","تبادل المعلومات في مجال المرأة",NA,"TUN","TN","TS","Tunisia"
"Tunisia","259",2014-11-06 22:30:12,"C-C-L","مبدعون ومثقفون أحرار","المركب الثقافي عمر السعيدي","جندوبة",NA,NA,NA,"ثقافية فنية","الشباب","انيس جبري",NA,"صابر الماجري","محمد محجوبي","افرتقاء بالوعي لدى الفئات الضعيفة والمهمشة","جهوي","انتاج مسرحي",NA,NA,NA,NA,NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","260",2014-11-06 22:30:19,"forum Avant de la Ponsé Scientifique et la Culture Progressiste","منتدى إلى الأمام للفكر العلمي والثقافة التقدمية","شارع الحاج علي بسوسة 5070","سوسة","73473006","forumenavant.tunisie@gmail.com",NA,"فكرية",NA,"محمد لطفي الإمام","راضية قريبع","عاطف بن سالم",NA,"النشر والبحث في الفكر العلمي والثقافة التقدمية","جهوي",NA,NA,NA,"ندوات فكرية وبحوث",NA,NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","261",2014-11-06 22:30:28,"Association Dignité pour le Prisonnier Politique, Karama","جمعية الكرامة للسجين السياسي، الكرامة","34 نهج الجزيرة، تونس","تونس",NA,"bouchibah@gmail.com, adppkarama@gmail.com",2011-11-08,"حقوقية","ضجايا الاستبداد منذ 1956","الحسين بوشيبة","سيف الدين الشريف","علي بوعلاقي",NA,"الدّفاع عن حقوق المساجين وتفعيل العفو العام, المشاركة في مسار العذالة الانتقالية, تأهيل المساجين وإعادة اجماحهم في الحياة",NA,"الاجتماع بضحايا الاستبداد في جل جهات البلاد, المشاركة في أغلب الندوات حول تفعيل العفو العام والاحاطة بالسجينات السياسيات بجهة نابل",NA,"التكوين دولي والمشاركة في العدالة في دول الربيع العربي","المشاركة في برنامج العدالة الانتقالية, تأهيل المساجين بالاتفاق مع وزارة العدل",NA,NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","262",2014-11-06 22:30:36,"Association tounissiet","جمعية تونسيات","شارع الهادي كرّاي عمارة الأقصر الطابق 4، المركز العمراني الشمالي","تونس","+ 216 71 234532","tounissiet@yahoo.fr",2011-05-10,"جمعية تنموية","النساء","نجوى بالطيب","هند بوزيدي","غادة بن جدو","هاجر فرهود","التنمية الشاملة للمرأة ودعم مكامنها في سلطة القرار",NA,"القيام بقافلة صحية لمخيم الشوشة, برنامج اعداد القياديات, قافلة صحية لسجن النساء بمنوبة, مشروع حول العدالة الانتقالية والجندر",NA,NA,"العنف المسلّط على النساء السجينات","دورات تدريبية حول السجينات","كيفية صياغة المشاريع","نعاني من نقص العلومات حول الجمعيات النسائية",NA,"TUN","TN","TS","Tunisia"
